"id","date","type","feature_type","feature_subtype","description","detail","lon","lat"
3771,2023-07-03 23:47:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Cela fait déjà plusieurs années que j’appelle le 311 et mes conseillers municipaux des district 1 et 2 (Aylmer) par rapport à la traverse de piéton. Les voitures roulent très vite et ne donnent la priorité aux piétons. C’est très dangereux. C’est une intersection très achalandée. Les Galeries d’Aylmer, le monastère ainsi que les deux immeubles qui se trouvent, font en sorte qu’il y a beaucoup de gens qui traversent ce passage piétons. ","drivers don't stop or yield to pedestrians",-61.1390625002755,55.9993639404392
3772,2023-07-04 00:01:41,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","J’ai appelé le 311 et mes conseillers du quartier à propos des feux de circulation pour piétons coin principale et Wilfrid-. Lavigne. Il y a des résidences et les galeries d’aylmer et piétons passent par cette traverse. Les voitures roulent vite et ne s’arrêtent pour les piétons. C’est très dangereux. J’ai failli me faire happé. Il y a eu plusieurs accidents avec des piétons sur cette traverse. Il est urgent que la ville corrige le problème. Cela fait 1 an et demi que ce problème est présent.","drivers don't stop or yield to pedestrians",-75.8376574135984,45.3976502716971
3775,2023-07-04 20:34:32,"hazard-concern","crossing issue","other","The extended median curb of the road takes up half the crosswalk width which is both a safety concern and tripping hazard.","crossing issue (other)",-79.2945626369585,43.745425453672
3778,2023-07-05 21:04:00,"hazard-concern","safety/comfort concern","other users - bicycle","Coming up Tyee road from the bike path, this hill has a stop sign at the top, and a stop line set so far back you can't see oncoming traffic. When stopping here on a bike and attempting a left turn, cars will sit, block traffic, and attempt to wave a cyclist though while it is not safe. I got honked at here for not riding across a lane into still-moving traffic. It's also quite hard to get the bike moving up the hill, regardless of your gear setting. ","other users - bicycle",-123.381716315901,48.4344079771992
3781,2023-07-07 19:23:38,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Drivers tend to speed here to pass on yellow and sometimes they run the red light, putting pedestrians —including children— at risk. There is also a daycare nearby.","vehicles - speed makes uncomfortable",-73.5807161295334,45.4890284170113
3782,2023-07-07 19:51:53,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Peu de véhicules font réellement leur arrêt à l'intersection qui est sur une artère majeure. À l'heure de pointe, il y a un fort achalandage dans les deux directions et la traverse piétonnière devient dangereuse, les véhicules ne laissant pas les piétons traverser ou ne les voyant simplement pas en raison du manque de vigilance et d'attention à la route. ","vehicles - speed makes uncomfortable",-73.6774605468705,45.4363513502587
3784,2023-07-10 14:20:00,"hazard-concern","safety/comfort concern","other","Large amount of shattered glass fragments on the pathway that runs underneath Lougheed highway. ","safety/comfort concern (other)",-122.898948248724,49.2494954463566
3785,2023-07-11 18:58:53,"hazard-concern","safety/comfort concern","other","Steep drop near bench is a tripping hazard.","safety/comfort concern (other)",-79.4624115726881,43.6584697446743
3786,2023-07-11 21:15:19,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Bridge cement is uneven and breaking apart making it very easy to trip on, especially for kids as theres a playground next to the bridge. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4702214377884,43.6495443703853
3787,2023-07-11 21:15:19,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","Sidewalk being re-done by City and cuts off pedestrians from entering park without any signage or construction workers notifying the public of this detour. ","obstruction - inadequate or lack of safe detour for pedestrians",-79.4695689620604,43.6515175327206
3790,2023-07-11 21:30:10,"hazard-concern","side walk infrastructure issue","obstruction - vegetaion that narrows pathway","Uprooted titled tree taking up large walking space and breaking into pathway making it trip-able","obstruction - vegetaion that narrows pathway",-79.4700953184092,43.6474975799939
3791,2023-07-11 21:54:04,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","uneven, cracked cement path ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4673804527483,43.6438962015297
3792,2023-07-11 17:27:15,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Crack in the sidewalk that creates uneven ground ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4645661546272,43.6524168707841
3793,2023-07-11 17:57:15,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Uneven ground due to difference in paving for two areas","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4649077022592,43.6480868040468
3794,2023-07-11 22:20:25,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Crack in sidewalk next to grass patch with a hole - hard to see at night and easy to trip in. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4632064141619,43.6560456493261
3795,2023-07-11 17:12:15,"hazard-concern","safety/comfort concern","other","Multiple cracks in metal stairs ","safety/comfort concern (other)",-79.4698996777047,43.6522924766525
3796,2023-07-11 17:25:15,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Multiple cracks on crosswalk which make the ground very uneven and easy to trip on ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4718083844433,43.6522250407113
3797,2023-07-11 20:07:15,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Very large crack in the sidewalk that could easily be tripped on or impact travel for those in wheelchairs or using strollers. It has been partially filled in, but the largest portion remains a hazard. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4599334610073,43.6549742264044
3798,2023-07-09 22:00:00,"hazard-concern","side walk infrastructure issue","obstruction - vegetaion that narrows pathway","Overhanging branches with sharp twigs at head height for wheelchair/scooter users.","obstruction - vegetaion that narrows pathway",-123.403659824011,48.433268079136
3799,2023-07-12 13:10:53,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","An easy trip hazard","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3604710487148,43.6527542928527
3801,2023-07-12 20:02:43,"hazard-concern","side walk infrastructure issue","obstruction - garbage or recycling bins","Sidewalk is full of garbage and recycling bins in the way of pedestrian walking ","obstruction - garbage or recycling bins",-79.4849926462463,43.6590416150624
3803,2023-07-12 20:02:43,"hazard-concern","safety/comfort concern","personal safety - harassement or unwanted attention","Man harassing young women and customers in Tim Hortons ","personal safety - harassement or unwanted attention",-79.4750261647893,43.6653532125652
3804,2023-07-12 23:09:50,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","The intersection is not designed well for pedestrians. There are slip lanes on all two of the four corners and there is a confusing median on the west and east side which makes crossing much more tedious and scary than it should be.","drivers don't stop or yield to pedestrians",-79.2849213144404,43.7215509115206
3807,2023-07-12 23:09:50,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","The pathway is broken between Lewiston and Ellesmere. It's a popular cut through path but the path is so uneven so it's very uncomfortable and probably not traversable for wheelchairs. ","uncomfortable service (for wheelchairs, etc.)",-79.2864017110538,43.763612896926
3808,2023-07-12 23:09:50,"hazard-concern","crossing issue","crosswalk needed","There is a high crossing demand, especially with kids or adults who want to get from Canlish to the Community Centre or people just getting to the bus stop but they have to cross a 7-LANE ROAD! It's like frogger, you either wait for the perfect time where there's no cars which can take up to 5 minutes or just run, which can be scary.","crosswalk needed",-79.2814955488129,43.7482034010124
3809,2023-07-13 14:00:18,"hazard-concern","safety/comfort concern","personal safety - harassement or unwanted attention","Women swearing and yelling at people outside of Runnymede subway station ","personal safety - harassement or unwanted attention",-79.4763575910548,43.6516202682271
3810,2023-07-13 16:51:54,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","Sidewalk closed on west side of Bathurst between construction Wellington and Bathurst (up to the Wheat Sheaf) for condo construction. ","obstruction - inadequate or lack of safe detour for pedestrians",-79.4026175331268,43.643467699191
3811,2023-07-13 17:21:53,"hazard-concern","side walk infrastructure issue","other","Two sidewalk sections dip down considerably right here. Makes a tripping hazard","side walk infrastructure issue (other)",-80.5015452518822,43.4557899814868
3812,2023-07-13 17:24:05,"hazard-concern","side walk infrastructure issue","too narrrow","Sidewalks on both sides narrow to less than a meter. Especially bad at utility poles ","too narrrow",-80.5014777098648,43.4575494255662
3813,2023-07-13 17:27:00,"hazard-concern","safety/comfort concern","other","Blind corner on Multi use trail. A bike coming down the hill too quickly might not have the time to adjust if a pedestrian is in the wrong lane","safety/comfort concern (other)",-80.499882988054,43.4531654746716
3815,2023-07-14 14:29:17,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Entire block has uneven sidewalk with many cracks ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4647819310736,43.6543099234974
3816,2023-07-14 14:29:17,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Part of sidewalk is uneven and full of cracks and manhole cover. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4814191421005,43.6499147654324
3817,2023-07-14 22:17:02,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","Garden and benches in middle of round a bout are not accessible by wheelchair","uncomfortable service (for wheelchairs, etc.)",-79.463761019141,43.655874984775
3818,2023-07-14 22:17:02,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","Path is not wheelchair accessible without ramp ","uncomfortable service (for wheelchairs, etc.)",-79.4651066026454,43.6561458339594
3819,2023-07-14 22:17:02,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Very cracked and uneven sidewalk, very easy to trip on with heavy foot traffic outside of apartment building","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4637516774766,43.6562088052838
3820,2023-07-14 22:22:07,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Observed a vehicle failing to stop for a clearly visible pedestrian. She stepped back from the curb to avoid a close call. ","drivers don't stop or yield to pedestrians",-114.040513503772,51.0509295440601
3821,2023-07-14 22:17:02,"hazard-concern","crossing issue","signal - wait time to cross too long","Lights facing Glenlake Ave do not change quick enough unless a car is waiting, which makes it extra long of a wait when wanting to cross at night but there are no cars around frequently enough at night. ","signal - wait time to cross too long",-79.461539046392,43.6583085931703
3822,2023-07-14 22:17:02,"hazard-concern","weather related or seasonal","other","Large tree branches fallen along sidewalk for multiple days without being removed","weather related or seasonal (other)",-79.4645179446878,43.6556196802915
3823,2023-07-14 22:33:50,"hazard-concern","safety/comfort concern","other","Approaching from the W, N, & E, this busy 2-way stop intersection is within a 30 km/h playground zone. From the south, for vehicles coming off the freeway, 30 km/h signage is not until after (N of) the intersection. Is this within the playground zone or not? Would a speeding ticket be enforceable? ","safety/comfort concern (other)",-114.040371573872,51.0509073174988
3826,2023-07-17 01:04:59,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Les automobilistes roulent trop vite sur ce coin de rue, que cela soit en face de l’initial ou en face du monastère. ","vehicles - speed makes uncomfortable",-75.8381546989204,45.3953768449374
3827,2023-07-17 13:57:33,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","Hill leading up to Bloor West Village is very uneven pieces of side walk on a slope which would be hard for wheelchairs and other accessibility ","uncomfortable service (for wheelchairs, etc.)",-79.4738980538368,43.656773259677
3828,2023-07-17 13:57:33,"hazard-concern","side walk infrastructure issue","slope issues (eg. driveways)","Sidewalk is more narrow due to slope issues, majority of sidewalk is slanted down towards street, not including any driveways. Makes it harder to walk with two people and for anyone using mobility devices like a wheelchair. ","slope issues (eg. driveways)",-79.4707815232787,43.6542944553804
3832,2023-07-19 01:26:52,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Crosswalk for pedestrians is very cracked and hazardous for wheels + tripping ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4751885377034,43.6611078673391
3833,2023-07-19 01:26:52,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Cracks in pedestrian crosswalk + manhole cover directly in way of crossing creating a hazard + uncomfortable for wheelchairs & strollers. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4790645577245,43.6505693470158
3834,2023-07-19 01:26:52,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Large chunk of sidewalk missing & raised sidewalk ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.47827531775,43.6559925748274
3835,2023-07-19 01:50:38,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","There's a big bump in the sidewalk, it's basically like this sharp jut on the trail that makes it a tripping hazard and harder for people with mobility issues to get by.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3014147513979,43.7297931959291
3840,2023-07-19 17:06:28,"hazard-concern","crossing issue","poor visibility of pedestrians","This intersection is very dangerous for pedestrians (and cars too) as it has 5 streets/major laneways coming together with very poor visibility and only one stop sign on 5th Ave.","poor visibility of pedestrians",-123.096799427484,49.2663271698643
3841,2023-07-20 22:32:02,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Large chunk of sidewalk is uneven and different cement, making it hazardous to trip on & for anyone using mobility devices. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3979206441284,43.6693454214876
3843,2023-07-20 22:32:02,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Drivers turning off of South Kingsway onto Bloor West almost always run through pedestrians walking. ","drivers don't stop or yield to pedestrians",-79.485670369112,43.6483908673445
3845,2023-07-21 18:30:00,"hazard-concern","crossing issue","conflict with vehicles turning left","Saw a driver turning left honk at a pedestrian who stepped off the curb with a walk signal, driver turned in front of pedestrian who yielded ","conflict with vehicles turning left",-149.886390361306,61.1942842139578
3846,2023-07-21 22:30:27,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","A pedestrian waited at the crosswalk as 2 eastbound vehicles failed to yield. The through traffic has a stretch of .85 km between the traffic light on Edmonton Trail and the 4 way stop at 10 St, through which it has the right-of-way over other vehicles. ","drivers don't stop or yield to pedestrians",-114.040256794815,51.0532202249242
3848,2023-07-21 20:38:00,"hazard-concern","side walk infrastructure issue","obstruction - vegetaion that narrows pathway","Ongoing issue with hedge on west sidewalk ","obstruction - vegetaion that narrows pathway",-123.345911174704,48.4457657412658
3850,2023-07-24 19:16:02,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","There has been excessive speeding with Drivers commonly going 70km/h+ on this stretch of midland because the road lanes are so wide. Even though there are multiple schools.","vehicles - speed makes uncomfortable",-79.2616285252771,43.7426838525595
3854,2023-07-26 01:41:40,"hazard-concern","crossing issue","other","Giant pothole causing cars to swerve into exiting lane to bypass said pothole.","crossing issue (other)",-79.2600358642661,43.7344108873312
3855,2023-07-25 08:12:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Le monde roule beaucoup trop vite et ces dangereux lorsque lon sort de l'autoroute","vehicles - speed makes uncomfortable",-73.0585895618828,45.6188001885393
3857,2023-07-27 20:37:54,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","large chunk of sidewalk taken out where people cross.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3716764762155,43.6481228959667
3858,2023-07-27 21:57:57,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Il y a une sortie de stationnement pour les retraités qui habitent le Cornélius. Certains arrivent sur le trottoir super rapidement en attendant de pouvoir tourner à gauche sur Darlington coupant ainsi le passage aux piétons, même s'il s'en vient des autos. Ces idiots ne regardent pas les piétons qui descendent la côte depuis leur gauche. Ils se calissent des autres. Montréal n'est pas faite pour les piétons, mais bien pour ces idiots qui ne conduisent pas prudemment.","drivers don't stop or yield to pedestrians",-73.6261835363055,45.5081446746378
3864,2023-07-29 06:21:22,"hazard-concern","crossing issue","other","The gap to cross the service road is extremely wide. The curb radius is too wide so the gap to cross is much farther for pedestrians and drivers turn faster without yielding.","crossing issue (other)",-79.2793855651764,43.7660862540125
3866,2023-06-13 06:21:00,"hazard-concern","crossing issue","signal - wait time to cross too long","Like the time to wait here to be able to cross Warden is actual insanity. Sometimes, its almost 5 minutes just to get the cross signal!! 

Its so frustrating that most just ignore the signal anyway, and just cross when traffic is clear. There are many bad signals on the trail but this is the worst.","signal - wait time to cross too long",-79.2907753185567,43.7354319799193
3870,2023-07-27 18:11:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Two large areas of uneven ground on the crosswalk ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3754392131226,43.6464847766166
3871,2023-07-18 13:48:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Uneven ground and large cracks in pavement ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4647813374535,43.6477620059577
3872,2023-07-18 18:50:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Large crack that takes up the whole crosswalk and creates uneven ground","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4785967649467,43.6568838472625
3873,2023-07-15 16:34:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Large crack/whole in sidewalk ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4706144906339,43.6541692998111
3874,2023-07-21 17:29:00,"hazard-concern","side walk infrastructure issue","obstruction - vegetaion that narrows pathway","Tree dips down and partially blocks walkway ","obstruction - vegetaion that narrows pathway",-79.4701926636045,43.6655519474083
3875,2023-07-17 17:00:00,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","Entre Montcalm et Eddy, il n'est plus possible pour les piétons et les cyclistes d'utiliser le trottoir et la piste cyclable séparés du boul. Taché. Il semble que la Ville de Gatineau ait décidé d'en bloquer l'accès étant donné le piètre état du bâtiment adjacent, mais les alternatives sont encore bien plus dangereuses (surtout pour les cyclistes). ","obstruction - inadequate or lack of safe detour for pedestrians",-75.7225801639286,45.4245095860451
3877,2023-07-30 19:12:50,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Needs a traffic sign to indicate that this neighbourhood with children and families especially since cars are existing or going into the the Don Valley Highway ","drivers don't stop or yield to pedestrians",-79.3582394942875,43.66121723277
3881,2023-07-24 22:35:00,"hazard-concern","side walk infrastructure issue","too narrrow","While walking on the 4 feet sidewalk I noticed that there was not enough spacing for more than 2 people walking on the sidewalk. The bus stop and the sign that are on the sidewalk take up most of the space as well that disabled people do not have enough space to be on the sidewalk.","too narrrow",-120.431591696811,34.9487450355376
3882,2023-08-01 00:42:00,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","
Due to road construction, sidewalk in front of a Scotiabank (O'Connor Drive and St Clair Avenue E.), is unpassable. A 3-foot-wide ditch runs length of several storefronts. A temporary ramp constructed of wooden boards sits across ditch for pedestrians to enter/exit bank. At each end of ramp, two large paillons stand so close together, they block average-width wheelchair from safely entering/exiting the ramp.  The ramp is less than 40 inches wide, posing significant risk of a fall into ditch.

 ","obstruction - inadequate or lack of safe detour for pedestrians",-79.3138392894714,43.703780808114
3885,2023-08-01 20:25:25,"hazard-concern","side walk infrastructure issue","obstruction - bollard","Bent bollard obstructs sidewalk in front of the church.","obstruction - bollard",-79.4370050148533,43.65775397912
3886,2023-08-01 20:25:25,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Seriously cracked sidewalk in front of the community centre.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4386822494144,43.6676720171702
3888,2023-08-01 20:31:27,"hazard-concern","side walk infrastructure issue","too narrrow","People waiting for busses don't have enough room, blocking the way ofr pedestrians.","too narrrow",-79.4355216241072,43.6600683673804
3889,2023-08-01 20:31:27,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","Scaffolding makes the sidewalk too narrow for high volume of pedestrians.","obstruction - inadequate or lack of safe detour for pedestrians",-79.435332460913,43.6596228644279
3890,2023-08-02 17:39:36,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","cars go through red lights; all crosswalks blocked by cars, pedestrians forced to walk through traffic ","drivers don't stop or yield to pedestrians",-79.3672471472956,43.6491027100339
3891,2023-08-02 18:04:39,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","There is only a stairway to get from Oakcrest Avenue to Woodbine Avenue making it impossible access for wheelchair and scooter users. ","uncomfortable service (for wheelchairs, etc.)",-79.3114342724524,43.6829878714157
3895,2023-08-04 15:01:00,"hazard-concern","side walk infrastructure issue","other","Hole in sidewalk . Church west side. South of king ","side walk infrastructure issue (other)",-79.3744545831216,43.6496873302788
3898,2023-08-05 19:00:00,"hazard-concern","crossing issue","other","On the west side of the intersection of Mill and Parliament, construction hoarding has closed the pedestrian crossing so people walking are forced to walk in the new cycle track. 

I was shocked to ride my bike there yesterday and find that there were people walking towards me in the cycle lane. 
There are no warning signs for either people walking or people riding bikes. ","crossing issue (other)",-79.3621672649053,43.6501824582538
3899,2023-08-05 03:20:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","-uneven pavement in the laneway just west of Church, south of Colborne
- too easy to fall ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3745619832916,43.6490908366569
3900,2023-08-04 16:10:00,"hazard-concern","safety/comfort concern","other","- stop sign for car drivers driving south on Frederick is covered by tree branches 
- also too many drivers drive past the stop sign and stop at Front St which is good, but they are then driving over the pedestrian crossing from Berczy Park.  ","safety/comfort concern (other)",-79.3758669653092,43.6475198654155
3901,2023-08-06 14:00:16,"hazard-concern","crossing issue","other","When travelling southbound on Fieldston Road, approaching the intersection with Mosholu Avenue, there is only one traffic light, instead of the usual two. (Going north, there are three lights at that same intersection!)","crossing issue (other)",-73.9007861616988,40.9052347607576
3902,2023-08-06 16:30:15,"hazard-concern","crossing issue","other","There are near-miss collisions because there are stop signs only on Fieldston Road. ","crossing issue (other)",-73.900277654905,40.9068328882926
3904,2023-08-07 21:24:35,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","It seems like the sidewalk is broken and has a deep crack in it as if it was smashed or a jack hammer was used. ","uncomfortable service (for wheelchairs, etc.)",-120.43544909437,34.9430848468386
3905,2023-08-07 21:10:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Driver not stopping for 2 pedestrians using a crosswalk that has signage and road markings. ","drivers don't stop or yield to pedestrians",-114.044287951037,51.053239227298
3906,2023-08-08 22:56:20,"hazard-concern","side walk infrastructure issue","other","There is no sidewalk in this block. The sidewalk ends at Robina and there's just a narrow uneven footpath between Robina and Oakwood.","side walk infrastructure issue (other)",-79.4360327131097,43.6818373967471
3911,2023-08-15 15:24:58,"hazard-concern","side walk infrastructure issue","obstruction - parked vehicles or delivery vans","People frequently park cars on the boulevard portion of their driveways, with oversized vehicles partially blocking the sidewalk creating pinch points too small for a wheelchair or stroller to pass through.","obstruction - parked vehicles or delivery vans",-123.350934914191,48.4143993168817
3915,2023-08-17 18:12:09,"hazard-concern","side walk infrastructure issue","too narrrow","Very narrow sidewalk in driveway leading to a rehab centre.","too narrrow",-79.4155169620095,43.6783430870668
3916,2023-08-17 18:12:09,"hazard-concern","side walk infrastructure issue","too narrrow","Very strange, narrow, uneven sidewalk with weeds growing in it.","too narrrow",-79.4144727262675,43.6808567038246
3917,2023-08-17 18:12:09,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Persistently dirty due to nearby garden. Dirt and dust might make path difficult for people using mobility devices.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.4131122112844,43.6843052631085
3918,2023-08-17 14:30:00,"hazard-concern","side walk infrastructure issue","obstruction - parked vehicles or delivery vans","Cars are repeatedly parked on pedestrian crossings. Cars are parked on the drop-down sidewalks impeding people who have disabilities from properly crossing the roads and putting people at risk from falling or being hit by vehicles.","obstruction - parked vehicles or delivery vans",-73.9161732695768,40.8423333856377
3919,2023-08-17 14:30:00,"hazard-concern","safety/comfort concern","other","Missing STOP sign on northbound Atria at Sheppard. 

Also: Install Illegal left turns onto Sheppard at Atria.","safety/comfort concern (other)",-79.3292980546162,43.7744081114919
3920,2023-08-17 15:35:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Cracked and sunken sidewalk from the construction of the house at 1 Unicorn Ave. Besides being uneven, when this area of the sidewalk gets wet, it gets very slippery from the runoff from the untended yard.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3862134327178,43.792352855218
3922,2023-08-08 20:30:00,"hazard-concern","crossing issue","other","There is a tripping hazard in the middle of the South crossing at Van Horne and Don Mills Road.  A piece of pipe has about two inches exposed.   It has been there for some years.  The original job cannot have been completed.  I tripped on it and landed in a live traffic lane.  Fortunately I am here to report the hazard.","crossing issue (other)",-79.3528885499601,43.7876447665142
3923,2023-08-18 15:30:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","at the Queens Quay side of the Loblaws and Joe Fresh stores there is broken pavement. The sidewalk area has been narrowed because of construction platforms and this will be a problem for pedestrians. As well, there is an uneven  ?water service meter? nearby, but at least that has markings around it to draw attention","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3696229000142,43.6438097454592
3924,2023-08-19 19:30:00,"hazard-concern","crossing issue","signal - button difficult to access","For someone in a wheelchair or with a mobility device they can't reach the button when crossing from the east to west side of the street. The gap between the sidewalk and button isn't paved and is a bumpy patch that someone in a wheelchair/scooter probably can't access","signal - button difficult to access",-123.38793345118,48.4364977684268
3928,2023-05-22 21:30:00,"hazard-concern","safety/comfort concern","other","Il s'agit d'un débarcadère pour déposer nos enfants en sécurité à l'arena, mais des voitures se stationnent le long du trottoir pour plusieurs minutes très régulièrement, généralement entre 16h et 17h30, ce qui nous oblige à laisser nos enfants loin du trottoir et de la porte. ","safety/comfort concern (other)",-73.7848878113747,45.63805789241
3931,2023-06-20 12:20:00,"hazard-concern","crossing issue","other","Le chemin indiqué pour la traverse à pied a été mal pensée. Puisque la majorité des véhicules et autobus scolaires circulent nord-sud et tourne vers l’ouest, il devrait y avoir un marquage de traverse pour piéton du côté est de la route plutôt que du côté ouest comme c’est le cas. De plus, il devrait y avoir un brigadier à cet endroit plutôt que devant l’école Hubert-Maisonneuve qui est une rue beaucoup moins utilisée.","crossing issue (other)",-73.7914391232166,45.6394956155095
3934,2023-08-23 16:07:26,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Les véhicules circulent très vite sur cette rue malgré la présence d'enfants. Il y a une garderie et une école sur cette rue. De plus, plusieurs enfants utilisent l'aménagement du stationnement pour faire du vélo, planches, trottinettes, et font des acrobaties qui fait qu'ils apparaissent de façon subite et imprévisible dans la rue. ","vehicles - speed makes uncomfortable",-73.7965140369433,45.6378735219323
3935,2023-08-24 20:35:58,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","High level of speeding and failures to stop at stop sign. School and Long Term Care area used as shortcut for people cutting across town. ","vehicles - speed makes uncomfortable",-76.486561091456,44.234791927767
3936,2023-08-24 23:56:42,"hazard-concern","safety/comfort concern","other users - bicycle","Very poor road condition on Fifth Avenue westbound at Bronson. Cyclists stopped at the lights have to pedal over broken road surface to cross a major road. Hard to do this without wobbling badly while surrounded by moving traffic.","other users - bicycle",-75.6976224920504,45.3975978071262
